name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,MLK Day,2026-01-20,2026-01-20
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,Presidents' Day,2026-02-16,2026-02-16
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,Memorial Day,2026-05-26,2026-05-26
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,Juneteenth,2026-06-19,2026-06-19
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,Independence Day,2026-07-04,2026-07-04
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,Labor Day,2026-09-01,2026-09-01
Salinas Pueblo Missions,Salinas Pueblo Missions National Monument,sapu,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,National Monument,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,Mountainair,NM,87036-0517,Columbus Day,2026-10-13,2026-10-13
San Antonio Missions,San Antonio Missions National Historical Park,saan,CCE1AD17-9B13-4D74-9CAC-0278D5477316,National Historical Park,"Welcome to San Antonio Missions, a National Park Service site and the only UNESCO World Heritage Site in Texas. Each mission in the park is a center of community and has been since the early 1700s. They changed life in this region, introducing new technologies while enforcing new cultural guidelines. As you visit, reflect on change, culture, power, and how people have used the land.",29.31262089,-98.4289522,San Antonio,TX,78214,Thanksgiving,2025-11-27,2025-11-27
San Antonio Missions,San Antonio Missions National Historical Park,saan,CCE1AD17-9B13-4D74-9CAC-0278D5477316,National Historical Park,"Welcome to San Antonio Missions, a National Park Service site and the only UNESCO World Heritage Site in Texas. Each mission in the park is a center of community and has been since the early 1700s. They changed life in this region, introducing new technologies while enforcing new cultural guidelines. As you visit, reflect on change, culture, power, and how people have used the land.",29.31262089,-98.4289522,San Antonio,TX,78214,Christmas,2025-12-25,2025-12-25
San Antonio Missions,San Antonio Missions National Historical Park,saan,CCE1AD17-9B13-4D74-9CAC-0278D5477316,National Historical Park,"Welcome to San Antonio Missions, a National Park Service site and the only UNESCO World Heritage Site in Texas. Each mission in the park is a center of community and has been since the early 1700s. They changed life in this region, introducing new technologies while enforcing new cultural guidelines. As you visit, reflect on change, culture, power, and how people have used the land.",29.31262089,-98.4289522,San Antonio,TX,78214,New Years,2026-01-01,2026-01-01
San Francisco Maritime,San Francisco Maritime National Historical Park,safr,C75450D2-9223-4D5F-9BA4-28DBB92CD507,National Historical Park,"Established in 1988, San Francisco Maritime National Historical Park celebrates America’s maritime heritage on the Pacific Coast. Our 50-acre park has grown around Aquatic Park Cove, a protected area in the stunning San Francisco Bay. As you explore the cove and the historic landmarks around it, you will experience the sights, sounds, and stories of the city’s seafaring past.",37.81005871,-122.4244415,San Francisco,CA,94109,Thanksgiving Day,2025-11-27,2025-11-27
San Francisco Maritime,San Francisco Maritime National Historical Park,safr,C75450D2-9223-4D5F-9BA4-28DBB92CD507,National Historical Park,"Established in 1988, San Francisco Maritime National Historical Park celebrates America’s maritime heritage on the Pacific Coast. Our 50-acre park has grown around Aquatic Park Cove, a protected area in the stunning San Francisco Bay. As you explore the cove and the historic landmarks around it, you will experience the sights, sounds, and stories of the city’s seafaring past.",37.81005871,-122.4244415,San Francisco,CA,94109,Christmas Day,2025-12-25,2025-12-25
San Francisco Maritime,San Francisco Maritime National Historical Park,safr,C75450D2-9223-4D5F-9BA4-28DBB92CD507,National Historical Park,"Established in 1988, San Francisco Maritime National Historical Park celebrates America’s maritime heritage on the Pacific Coast. Our 50-acre park has grown around Aquatic Park Cove, a protected area in the stunning San Francisco Bay. As you explore the cove and the historic landmarks around it, you will experience the sights, sounds, and stories of the city’s seafaring past.",37.81005871,-122.4244415,San Francisco,CA,94109,New Years Day,2026-01-01,2026-01-01
San Juan,San Juan National Historic Site,saju,2E4D4918-95DF-4D99-9DEC-C6ADEB330281,National Historic Site,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,18.46873857,-66.11848623,San Juan,PR,00901,Closed on Thanksgiving Day,2025-11-27,2025-11-27
San Juan,San Juan National Historic Site,saju,2E4D4918-95DF-4D99-9DEC-C6ADEB330281,National Historic Site,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,18.46873857,-66.11848623,San Juan,PR,00901,Closed on Christmas Day,2025-12-25,2025-12-25
San Juan,San Juan National Historic Site,saju,2E4D4918-95DF-4D99-9DEC-C6ADEB330281,National Historic Site,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,18.46873857,-66.11848623,San Juan,PR,00901,Closed on New Year's Day,2026-01-01,2026-01-01
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed Veterans Day,2025-11-11,2025-11-11
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed Thanksgiving Day,2025-11-27,2025-11-27
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed Christmas Day,2025-12-25,2025-12-25
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed New Year's Day,2026-01-01,2026-01-01
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed MLK,2026-01-19,2026-01-19
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed Washington's Birthday,2026-02-16,2026-02-16
Sand Creek Massacre,Sand Creek Massacre National Historic Site,sand,13E255FA-F68C-491C-828C-59E5B4FA2600,National Historic Site,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.",38.56414189,-102.5169542,Chivington,CO,81036,Closed Juneteenth,2026-06-19,2026-06-19
Saratoga,Saratoga National Historical Park,sara,3D0F91B3-E847-4F75-9028-D26D269438F5,National Historical Park,"In 1777, a large British invasion force met an equally large American army here at Saratoga. After two intense battles, an eight-mile retreat, and a three-day siege, British General John Burgoyne surrendered his entire force. This first ever surrender of a British Army is one of the pivotal moments in determining the outcome of the Revolutionary War, forever changing the future of the world.",42.99522612,-73.63386108,Stillwater,NY,12170,Extended Hours,2026-06-01,2026-09-01
Saratoga,Saratoga National Historical Park,sara,3D0F91B3-E847-4F75-9028-D26D269438F5,National Historical Park,"In 1777, a large British invasion force met an equally large American army here at Saratoga. After two intense battles, an eight-mile retreat, and a three-day siege, British General John Burgoyne surrendered his entire force. This first ever surrender of a British Army is one of the pivotal moments in determining the outcome of the Revolutionary War, forever changing the future of the world.",42.99522612,-73.63386108,Stillwater,NY,12170,"Fall, Eastern Standard Time",2025-11-03,2025-11-30
Saratoga,Saratoga National Historical Park,sara,3D0F91B3-E847-4F75-9028-D26D269438F5,National Historical Park,"In 1777, a large British invasion force met an equally large American army here at Saratoga. After two intense battles, an eight-mile retreat, and a three-day siege, British General John Burgoyne surrendered his entire force. This first ever surrender of a British Army is one of the pivotal moments in determining the outcome of the Revolutionary War, forever changing the future of the world.",42.99522612,-73.63386108,Stillwater,NY,12170,Winter,2025-12-01,2026-03-31
Selma To Montgomery,Selma To Montgomery National Historic Trail,semo,F5676388-94E5-45D2-8A51-344C825F5C12,National Historic Trail,"Established by Congress in 1996, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King, Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail.",32.27082092,-86.72823702,White Hall,AL,36040,Thanksgiving,2025-11-27,2025-11-27
Selma To Montgomery,Selma To Montgomery National Historic Trail,semo,F5676388-94E5-45D2-8A51-344C825F5C12,National Historic Trail,"Established by Congress in 1996, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King, Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail.",32.27082092,-86.72823702,White Hall,AL,36040,Christmas Eve,2025-12-24,2025-12-24
Selma To Montgomery,Selma To Montgomery National Historic Trail,semo,F5676388-94E5-45D2-8A51-344C825F5C12,National Historic Trail,"Established by Congress in 1996, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King, Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail.",32.27082092,-86.72823702,White Hall,AL,36040,Christmas,2025-12-25,2025-12-25
Selma To Montgomery,Selma To Montgomery National Historic Trail,semo,F5676388-94E5-45D2-8A51-344C825F5C12,National Historic Trail,"Established by Congress in 1996, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King, Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail.",32.27082092,-86.72823702,White Hall,AL,36040,New Year's Day,2026-01-01,2026-01-01
Sitka,Sitka National Historical Park,sitk,6258CAD9-1932-4A40-8FA1-891C51978345,National Historical Park,"On an island amid towering spruce and hemlock, Sitka National Historical Park preserves the site of a battle between invading Russian traders and Indigenous Kiks.ádi Tlingit. Totem poles from Tlingit and Haida areas line the park’s scenic coastal trail, and the restored Russian Bishop’s House is a rare reminder of Russia’s colonial legacy in North America.",57.04718173,-135.3156876,Sitka,AK,99835,Winter Day Use Hours,2025-10-01,2026-04-24
Springfield Armory,Springfield Armory National Historic Site,spar,E01A7425-C74B-4E71-853D-681AD2FB948A,National Historic Site,"For nearly two centuries, the U.S. Armed Forces and American industry looked to Springfield Armory for innovative engineering and superior firearms. Springfield Armory National Historic Site commemorates the critical role of the nation’s first armory by preserving and interpreting the world's largest historic US military small arms collection, along with historic archives, buildings and landscape.",42.1086368,-72.57967415,Springfield,MA,01105,Winter Hours,2026-01-07,2026-03-16
Statue Of Liberty,Statue Of Liberty National Monument,stli,6E3608BE-63AA-4379-A543-97D2FCBF12F1,National Monument,"A gift of friendship from the people of France to the United States ""The Statue of Liberty Enlightening the World"" is recognized as a universal symbol of freedom and democracy. It was dedicated by President Grover Cleveland on October 28, 1886. Designated as a National Monument in 1924, employees of the National Park Service have been caring for the Statue of Liberty since 1933.",40.6898,-74.0451,New York,NY,10004,Thanksgiving Day,2025-11-27,2025-11-27
Statue Of Liberty,Statue Of Liberty National Monument,stli,6E3608BE-63AA-4379-A543-97D2FCBF12F1,National Monument,"A gift of friendship from the people of France to the United States ""The Statue of Liberty Enlightening the World"" is recognized as a universal symbol of freedom and democracy. It was dedicated by President Grover Cleveland on October 28, 1886. Designated as a National Monument in 1924, employees of the National Park Service have been caring for the Statue of Liberty since 1933.",40.6898,-74.0451,New York,NY,10004,Christmas Day,2025-12-25,2025-12-25
Ste. Geneviève,Ste. Geneviève National Historical Park,stge,EDD278F5-E9A8-4A40-BA41-9809ED8E025D,National Historical Park,"Established by 1750, Ste. Geneviève was the first permanent European settlement in Missouri. Early French Canadian settlers were drawn here by the rich agricultural land known as Le Grand Champ (the Big Field). After the flood of 1785, the town relocated to its present location on higher ground approximately three miles to the northwest of its original site.",37.9792171421,-90.0432157516,Ste. Genevieve,MO,63670,Closed Thanksgiving Day,2025-11-27,2025-11-27
Ste. Geneviève,Ste. Geneviève National Historical Park,stge,EDD278F5-E9A8-4A40-BA41-9809ED8E025D,National Historical Park,"Established by 1750, Ste. Geneviève was the first permanent European settlement in Missouri. Early French Canadian settlers were drawn here by the rich agricultural land known as Le Grand Champ (the Big Field). After the flood of 1785, the town relocated to its present location on higher ground approximately three miles to the northwest of its original site.",37.9792171421,-90.0432157516,Ste. Genevieve,MO,63670,Closed Christmas Day,2025-12-25,2025-12-25
Ste. Geneviève,Ste. Geneviève National Historical Park,stge,EDD278F5-E9A8-4A40-BA41-9809ED8E025D,National Historical Park,"Established by 1750, Ste. Geneviève was the first permanent European settlement in Missouri. Early French Canadian settlers were drawn here by the rich agricultural land known as Le Grand Champ (the Big Field). After the flood of 1785, the town relocated to its present location on higher ground approximately three miles to the northwest of its original site.",37.9792171421,-90.0432157516,Ste. Genevieve,MO,63670,Closed New Year's Day,2026-01-01,2026-01-01
Steamtown,Steamtown National Historic Site,stea,3BF9BCEE-F6AE-4DEC-8F80-9CD23C0767BE,National Historic Site,"Feel the heat from the firebox, smell hot steam and oil; hear the whistle and the ""chuff-chuff"" from the smokestack, feel the ground vibrate, and watch as one-ton drive rods turn steel wheels. Discover how steam railroading helped shaped our nation's history and culture. Learn about the stories of the people who built, repaired and rode, and about the ongoing work to preserve railroading history.",41.40757521,-75.67037255,Scranton,PA,18503,Thanksgiving Day,2025-11-27,2025-11-27
Steamtown,Steamtown National Historic Site,stea,3BF9BCEE-F6AE-4DEC-8F80-9CD23C0767BE,National Historic Site,"Feel the heat from the firebox, smell hot steam and oil; hear the whistle and the ""chuff-chuff"" from the smokestack, feel the ground vibrate, and watch as one-ton drive rods turn steel wheels. Discover how steam railroading helped shaped our nation's history and culture. Learn about the stories of the people who built, repaired and rode, and about the ongoing work to preserve railroading history.",41.40757521,-75.67037255,Scranton,PA,18503,Christmas Day,2025-12-25,2025-12-25
Steamtown,Steamtown National Historic Site,stea,3BF9BCEE-F6AE-4DEC-8F80-9CD23C0767BE,National Historic Site,"Feel the heat from the firebox, smell hot steam and oil; hear the whistle and the ""chuff-chuff"" from the smokestack, feel the ground vibrate, and watch as one-ton drive rods turn steel wheels. Discover how steam railroading helped shaped our nation's history and culture. Learn about the stories of the people who built, repaired and rode, and about the ongoing work to preserve railroading history.",41.40757521,-75.67037255,Scranton,PA,18503,New Year's Day,2026-01-01,2026-01-01
Stones River,Stones River National Battlefield,stri,89157226-8474-4BAE-B471-F1730993A468,National Battlefield,"The Battle of Stones River began on the last day of 1862 and became one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.",35.87608652,-86.43078399,Murfreesboro,TN,37129,Winter Gate Closure Times,2025-11-01,2026-02-28
Stones River,Stones River National Battlefield,stri,89157226-8474-4BAE-B471-F1730993A468,National Battlefield,"The Battle of Stones River began on the last day of 1862 and became one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.",35.87608652,-86.43078399,Murfreesboro,TN,37129,Closed Thanksgiving Day,2025-11-27,2025-11-27
Stones River,Stones River National Battlefield,stri,89157226-8474-4BAE-B471-F1730993A468,National Battlefield,"The Battle of Stones River began on the last day of 1862 and became one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.",35.87608652,-86.43078399,Murfreesboro,TN,37129,Closed Christmas Day,2025-12-25,2025-12-25
Thaddeus Kosciuszko,Thaddeus Kosciuszko National Memorial,thko,2CA10B86-DCA3-456F-8C9A-A3A6C9288573,National Memorial,Visit the house where wounded Polish freedom fighter Thaddeus Kosciuszko lived and hear how this brilliant military engineer designed successful fortifications during the American Revolution. See the room where he received notable visitors such as Chief Little Turtle and Thomas Jefferson.,39.94345312,-75.14732045,Philadelphia,PA,19106,Veterans Day,2025-11-11,2025-11-11
Thaddeus Kosciuszko,Thaddeus Kosciuszko National Memorial,thko,2CA10B86-DCA3-456F-8C9A-A3A6C9288573,National Memorial,Visit the house where wounded Polish freedom fighter Thaddeus Kosciuszko lived and hear how this brilliant military engineer designed successful fortifications during the American Revolution. See the room where he received notable visitors such as Chief Little Turtle and Thomas Jefferson.,39.94345312,-75.14732045,Philadelphia,PA,19106,Christmas Day,2025-12-25,2025-12-25
Thaddeus Kosciuszko,Thaddeus Kosciuszko National Memorial,thko,2CA10B86-DCA3-456F-8C9A-A3A6C9288573,National Memorial,Visit the house where wounded Polish freedom fighter Thaddeus Kosciuszko lived and hear how this brilliant military engineer designed successful fortifications during the American Revolution. See the room where he received notable visitors such as Chief Little Turtle and Thomas Jefferson.,39.94345312,-75.14732045,Philadelphia,PA,19106,New Year's Day,2026-01-01,2026-01-01
Thomas Edison,Thomas Edison National Historical Park,edis,BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,National Historical Park,"Today, the brick buildings on Main Street in West Orange, NJ seem quiet, betraying little evidence of the research, development, and innovation of their heyday. Visitors can step back in time to Thomas Edison’s home and laboratory, when machines were run by belts and pulleys and music was played on phonographs. Discover where America’s greatest inventor changed our world forever.",40.78549896,-74.23821139,West Orange,NJ,07052,Winter Closure,2026-01-01,2026-03-09
Thomas Edison,Thomas Edison National Historical Park,edis,BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,National Historical Park,"Today, the brick buildings on Main Street in West Orange, NJ seem quiet, betraying little evidence of the research, development, and innovation of their heyday. Visitors can step back in time to Thomas Edison’s home and laboratory, when machines were run by belts and pulleys and music was played on phonographs. Discover where America’s greatest inventor changed our world forever.",40.78549896,-74.23821139,West Orange,NJ,07052,Thanksgiving Day,2025-11-27,2025-11-27
Thomas Edison,Thomas Edison National Historical Park,edis,BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,National Historical Park,"Today, the brick buildings on Main Street in West Orange, NJ seem quiet, betraying little evidence of the research, development, and innovation of their heyday. Visitors can step back in time to Thomas Edison’s home and laboratory, when machines were run by belts and pulleys and music was played on phonographs. Discover where America’s greatest inventor changed our world forever.",40.78549896,-74.23821139,West Orange,NJ,07052,Christmas Day,2025-12-25,2025-12-25
Thomas Edison,Thomas Edison National Historical Park,edis,BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,National Historical Park,"Today, the brick buildings on Main Street in West Orange, NJ seem quiet, betraying little evidence of the research, development, and innovation of their heyday. Visitors can step back in time to Thomas Edison’s home and laboratory, when machines were run by belts and pulleys and music was played on phonographs. Discover where America’s greatest inventor changed our world forever.",40.78549896,-74.23821139,West Orange,NJ,07052,New Year's Day,2026-01-01,2026-01-01
Thomas Stone,Thomas Stone National Historic Site,thst,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,National Historic Site,"In 1776, Thomas Stone and 55 others signed the Declaration of Independence. In doing so, Stone risked his home, his family's security, and even his life to support the Declaration of Independence's promise of freedom.",38.52934443,-77.037813,Port Tobacco,MD,20677,Thanksgiving Day,2025-11-24,2025-11-24
Thomas Stone,Thomas Stone National Historic Site,thst,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,National Historic Site,"In 1776, Thomas Stone and 55 others signed the Declaration of Independence. In doing so, Stone risked his home, his family's security, and even his life to support the Declaration of Independence's promise of freedom.",38.52934443,-77.037813,Port Tobacco,MD,20677,Winter Closure,2025-12-24,2026-04-17
Thomas Stone,Thomas Stone National Historic Site,thst,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,National Historic Site,"In 1776, Thomas Stone and 55 others signed the Declaration of Independence. In doing so, Stone risked his home, his family's security, and even his life to support the Declaration of Independence's promise of freedom.",38.52934443,-77.037813,Port Tobacco,MD,20677,Christmas Day,2025-12-25,2025-12-25
Thomas Stone,Thomas Stone National Historic Site,thst,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,National Historic Site,"In 1776, Thomas Stone and 55 others signed the Declaration of Independence. In doing so, Stone risked his home, his family's security, and even his life to support the Declaration of Independence's promise of freedom.",38.52934443,-77.037813,Port Tobacco,MD,20677,New Year's Day,2026-01-01,2026-01-01
Thomas Stone,Thomas Stone National Historic Site,thst,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,National Historic Site,"In 1776, Thomas Stone and 55 others signed the Declaration of Independence. In doing so, Stone risked his home, his family's security, and even his life to support the Declaration of Independence's promise of freedom.",38.52934443,-77.037813,Port Tobacco,MD,20677,Independence Day,2026-07-04,2026-07-04
Timucuan,Timucuan Ecological & Historic Preserve,timu,A1C5A868-68A9-4403-B762-531EBA300E3C,Ecological & Historic Preserve,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,Jacksonville,FL,32225,Veterans Day,2025-11-11,2025-11-11
Timucuan,Timucuan Ecological & Historic Preserve,timu,A1C5A868-68A9-4403-B762-531EBA300E3C,Ecological & Historic Preserve,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,Jacksonville,FL,32225,Thanksgiving,2025-11-27,2025-11-27
Timucuan,Timucuan Ecological & Historic Preserve,timu,A1C5A868-68A9-4403-B762-531EBA300E3C,Ecological & Historic Preserve,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,Jacksonville,FL,32225,Christmas,2025-12-25,2025-12-25
Timucuan,Timucuan Ecological & Historic Preserve,timu,A1C5A868-68A9-4403-B762-531EBA300E3C,Ecological & Historic Preserve,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,Jacksonville,FL,32225,New Years Day,2026-01-01,2026-01-01
Timucuan,Timucuan Ecological & Historic Preserve,timu,A1C5A868-68A9-4403-B762-531EBA300E3C,Ecological & Historic Preserve,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,Jacksonville,FL,32225,Juneteenth National Independence Day,2026-06-19,2026-06-19
